age,workclass,education_num,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,target
50,2,9,2,6,0,1,0,1902,44,1
30,4,10,2,6,0,1,0,0,40,0
47,2,9,2,2,0,1,0,0,52,0
30,2,9,4,12,4,0,0,0,40,0
26,2,10,4,0,1,0,0,0,40,0
46,2,10,0,0,4,0,0,0,35,0
30,4,13,0,11,1,1,0,2444,55,1
33,2,9,2,11,0,1,7298,0,45,1
26,2,13,4,0,1,1,6849,0,65,0
40,2,9,4,2,1,1,0,0,40,0
18,2,7,4,7,3,1,0,0,20,0
37,2,9,2,2,0,1,0,0,60,1
59,5,14,2,9,0,1,0,0,50,1
25,2,5,4,0,4,0,0,0,40,0
44,2,10,5,0,4,0,0,0,40,0
47,0,13,2,3,5,0,0,0,40,1
52,2,10,2,11,0,1,0,0,48,1
36,2,10,4,7,1,1,0,0,40,0
31,2,10,2,2,0,1,0,0,25,0
63,0,9,6,0,1,0,0,0,40,0
38,2,10,0,2,4,1,0,0,40,0
37,2,13,5,12,1,1,0,0,40,0
59,0,9,6,11,4,0,0,0,40,0
37,2,10,4,11,1,1,0,0,50,0
52,1,9,2,13,0,1,0,0,40,1
40,2,9,5,0,1,0,8614,0,60,1
48,1,12,2,10,0,1,0,0,40,1
58,2,9,2,0,5,0,0,0,40,1
46,4,7,2,13,0,1,0,0,48,0
79,3,9,2,3,0,1,0,0,40,1
43,2,9,4,7,4,0,0,0,24,0
41,0,13,4,3,1,1,0,0,40,1
51,4,9,4,11,1,1,0,0,40,0
23,2,7,4,2,4,1,0,0,35,0
48,4,10,2,7,5,0,0,0,60,0
38,5,9,4,7,4,0,0,0,40,0
25,2,13,4,4,3,1,27828,0,50,1
30,2,7,2,6,0,1,0,0,40,0
22,5,13,4,9,3,0,0,0,20,0
29,2,13,2,11,0,1,0,0,40,1
39,2,8,2,13,0,1,15024,0,70,1
23,0,10,4,5,1,0,0,0,20,0
31,2,4,4,5,1,0,0,0,30,0
49,2,10,0,6,1,0,0,0,35,0
46,1,13,2,9,5,0,0,0,21,1
46,2,9,2,2,0,1,0,0,40,1
56,4,14,2,9,0,1,0,0,60,1
53,2,9,2,13,0,1,0,2002,40,0
19,2,9,4,0,1,1,0,0,30,0
61,2,9,0,7,1,0,0,0,40,0
23,2,13,4,3,3,1,0,0,40,0
30,2,9,0,6,1,1,0,0,40,0
49,2,9,2,0,0,1,0,0,40,1
42,2,3,2,2,0,1,3103,0,40,1
30,2,5,3,4,1,1,0,0,40,0
38,2,13,0,3,1,0,0,0,55,0
45,2,16,0,11,1,1,99999,0,55,1
28,4,8,0,7,4,0,0,0,30,0
38,2,12,2,3,5,0,0,1902,40,1
37,2,13,2,3,0,1,0,0,60,1
21,2,7,3,5,3,1,0,1762,40,0
32,2,10,2,11,0,1,0,0,65,0
45,4,11,2,4,0,1,0,0,60,0
37,2,13,5,7,4,0,0,0,36,0
41,1,13,2,9,5,0,0,0,52,0
34,2,13,2,3,0,1,0,0,40,1
27,2,9,4,5,4,0,0,0,40,0
19,2,10,4,12,2,1,0,0,40,0
31,2,9,4,9,1,1,0,0,43,0
42,2,10,4,7,1,1,0,0,40,0
27,2,13,4,3,1,1,0,0,40,0
25,2,9,4,7,3,1,0,0,40,0
23,2,10,2,11,0,1,0,0,40,0
19,2,10,4,0,3,0,0,0,10,0
45,3,14,0,11,4,0,25236,0,42,1
44,2,15,2,9,0,1,99999,0,60,1
72,4,15,2,9,0,1,0,0,35,0
80,1,9,6,7,4,0,0,0,32,0
36,2,10,2,11,0,1,5178,0,40,1
30,2,8,4,11,3,0,0,0,40,0
53,2,3,2,3,0,1,7688,0,10,1
73,2,4,2,11,0,1,0,0,30,1
51,4,10,2,2,0,1,0,0,40,0
49,2,4,0,2,1,1,0,0,70,0
23,2,10,4,0,1,0,3674,0,40,0
22,2,4,4,5,3,1,0,0,16,0
34,2,11,2,2,5,0,0,0,27,1
26,2,13,4,0,1,0,0,0,40,0
48,2,10,0,3,1,1,0,0,50,0
43,2,9,0,0,3,0,0,0,40,0
17,2,10,4,2,3,1,0,0,16,0
51,3,10,0,11,3,0,0,0,70,0
46,4,10,2,2,0,1,3103,0,35,1
21,2,10,4,0,3,0,0,0,40,0
35,2,9,2,2,0,1,0,0,40,1
51,2,10,0,0,4,0,0,0,40,0
26,2,13,4,13,3,1,0,0,20,0
35,2,9,2,6,5,0,0,0,40,0
20,2,10,4,0,4,0,0,0,40,0
19,2,10,4,11,3,1,0,0,30,0
26,2,9,2,13,0,1,0,0,40,1
20,2,12,4,13,3,1,0,0,20,0
56,3,10,2,11,0,1,0,0,50,0
51,4,12,4,4,3,0,0,0,40,0
41,3,12,2,4,0,1,0,1977,50,1
56,2,13,2,9,0,1,0,0,50,1
43,2,9,2,2,0,1,0,1902,99,1
53,4,13,2,11,0,1,0,0,40,1
24,5,10,4,12,1,1,0,0,50,0
27,1,10,4,9,2,1,0,0,16,0
36,1,13,2,0,5,0,0,0,35,1
30,2,9,4,11,2,1,0,0,40,0
48,2,10,2,13,0,1,2407,0,40,0
72,1,9,2,3,0,1,2290,0,10,0
52,2,3,2,11,5,0,0,0,15,0
43,2,10,2,13,0,1,0,0,50,1
57,1,9,0,0,1,0,0,0,16,0
35,2,13,0,9,1,0,0,0,40,1
31,1,13,2,9,5,0,0,0,40,1
17,2,8,4,11,3,0,0,0,15,0
53,2,4,2,6,0,1,0,0,40,0
72,2,2,2,7,0,1,0,0,36,0
40,2,10,2,3,0,1,0,0,40,1
40,2,9,0,7,1,1,0,0,60,0
39,2,9,0,0,1,1,0,0,40,0
35,2,9,4,7,1,1,0,0,30,0
48,0,9,2,5,0,1,0,0,40,0
44,2,7,2,7,0,1,0,0,60,0
53,4,7,0,2,1,1,0,0,60,0
39,3,14,2,3,0,1,0,0,60,1
60,4,10,2,3,0,1,0,0,35,0
49,2,13,2,11,0,1,0,0,60,1
57,2,14,5,9,1,1,10520,0,32,1
44,2,14,2,3,0,1,0,0,38,1
36,2,11,4,12,1,1,0,0,45,0
45,4,9,2,3,0,1,0,0,50,0
44,3,9,0,7,4,0,0,0,33,0
19,2,10,4,0,3,0,0,0,15,0
37,2,9,2,11,0,1,0,0,40,1
36,4,5,2,2,0,1,0,0,30,0
46,2,14,2,7,0,1,0,0,20,0
62,2,9,2,3,0,1,0,0,45,1
52,3,9,2,11,0,1,0,0,40,1
47,1,9,0,0,4,0,0,0,35,0
42,1,9,2,2,0,1,0,0,40,1
47,2,9,0,3,1,1,0,0,40,0
42,2,15,2,11,5,0,15024,0,40,1
38,4,14,2,4,0,1,0,0,70,0
30,2,13,4,9,3,0,0,0,37,0
22,2,13,4,3,3,0,0,0,40,0
36,2,13,0,9,4,0,0,0,45,0
62,2,9,2,13,0,1,0,1977,60,1
46,1,13,4,9,1,0,0,0,40,1
25,2,10,2,0,5,0,0,0,40,1
19,2,10,4,5,1,1,0,0,55,0
28,2,8,4,11,1,1,0,0,40,0
38,0,9,2,13,0,1,0,2051,40,0
28,2,9,2,0,0,1,0,0,40,0
34,4,13,2,2,0,1,15024,0,70,1
55,2,9,2,3,0,1,0,0,50,0
44,1,14,4,9,1,1,8614,0,33,1
44,2,13,2,3,0,1,0,0,40,1
20,2,9,4,13,3,1,0,0,40,0
20,2,10,4,11,3,0,0,0,25,0
52,2,9,2,12,0,1,0,0,40,1
22,2,9,4,12,1,0,0,0,40,0
47,3,10,2,11,0,1,0,0,80,0
30,1,9,2,10,0,1,0,0,40,1
20,2,10,4,11,3,0,0,0,20,0
43,1,10,2,7,0,1,0,0,40,0
58,1,14,4,3,1,0,0,0,40,0
26,2,9,2,0,5,0,0,0,40,1
43,1,11,2,0,5,0,0,0,40,1
34,2,10,4,2,1,1,0,0,40,0
28,5,13,2,9,5,0,0,0,37,0
35,0,16,2,9,0,1,0,0,55,0
26,2,10,2,11,0,1,0,0,50,1
28,2,9,4,12,1,1,0,0,40,0
63,3,13,2,3,0,1,0,0,35,0
36,2,13,2,9,5,0,0,0,40,1
25,2,13,4,3,1,0,0,0,40,0
42,2,13,2,11,5,0,0,0,40,0
28,2,6,4,6,4,0,0,0,40,0
17,1,5,4,7,3,1,0,0,9,0
39,2,9,2,2,0,1,0,0,40,0
35,2,13,2,11,0,1,0,1887,52,1
36,5,13,0,9,1,0,0,0,40,0
35,2,10,0,0,1,0,0,0,50,0
52,2,16,2,3,0,1,0,0,38,1
39,2,11,2,0,0,1,0,0,40,0
31,5,14,4,0,1,1,0,0,25,0
25,2,13,4,5,3,1,0,0,35,0
22,2,10,4,0,3,0,0,0,40,0
32,2,10,2,3,0,1,0,0,40,0
22,2,10,4,4,3,1,0,0,10,0
17,2,7,4,11,3,0,0,0,8,0
44,2,13,4,7,1,1,0,0,40,1
46,0,16,4,9,1,0,0,1564,50,1
26,2,10,4,2,4,1,0,0,37,0
41,0,13,2,12,0,1,0,0,24,0
29,2,9,4,13,4,1,0,0,40,0
45,2,9,2,0,0,1,0,0,35,0
36,4,9,2,4,0,1,0,1902,60,1
82,2,4,2,5,0,1,0,0,2,0
43,2,10,4,3,4,1,0,0,50,0
46,2,12,2,2,0,1,0,0,45,0
27,2,9,2,13,0,1,0,0,40,0
29,2,9,2,0,5,0,0,0,18,0
45,2,14,2,9,0,1,0,0,43,0
65,2,9,2,3,0,1,0,0,40,1
28,1,13,2,5,0,1,0,0,65,1
24,2,11,4,12,3,0,0,0,38,0
24,1,10,4,10,4,1,1151,0,40,0
35,2,11,4,7,4,0,0,0,30,0
27,2,13,0,3,1,1,0,0,52,0
50,2,4,0,2,1,1,0,0,60,0
51,1,9,5,10,1,1,0,0,40,0
64,2,9,2,11,0,1,0,0,40,1
33,2,9,2,2,5,0,0,0,40,0
68,2,9,2,11,0,1,0,0,40,0
64,2,10,6,3,1,0,0,0,3,0
22,2,7,2,6,2,1,0,0,42,0
51,2,9,2,7,2,0,0,0,40,0
52,2,9,2,2,0,1,0,0,48,1
37,1,14,2,3,0,1,0,0,50,1
45,2,10,6,3,4,0,0,0,55,0
20,2,7,4,4,2,1,0,0,36,0
46,2,13,2,9,0,1,15024,0,38,1
27,2,9,5,6,1,1,0,0,43,0
29,2,6,5,11,4,0,0,0,40,0
45,2,9,2,6,0,1,0,0,40,0
43,2,13,0,9,1,1,0,0,38,0
35,2,9,2,2,0,1,3137,0,40,0
44,2,10,2,11,0,1,0,1902,40,1
21,2,10,4,2,3,1,0,0,40,0
63,2,6,5,6,1,1,0,0,40,0
40,3,13,0,3,1,1,0,0,40,0
54,2,13,2,11,0,1,0,0,35,1
41,1,11,0,2,4,0,0,0,45,0
23,2,4,4,2,3,1,0,0,40,0
46,4,13,5,7,4,0,0,0,45,0
19,2,9,4,7,3,1,0,0,37,0
61,4,9,2,4,0,1,0,1848,60,1
38,2,10,2,12,0,1,0,0,40,1
29,2,10,0,0,1,1,0,0,36,0
32,4,10,5,4,4,0,0,0,65,0
40,2,9,2,13,0,1,0,0,40,0
51,5,9,0,2,4,1,0,0,38,0
52,2,9,2,6,0,1,0,0,40,1
24,2,7,2,5,0,1,0,0,40,0
21,2,9,4,6,1,1,0,0,45,0
50,2,9,2,9,0,1,0,0,35,1
28,1,9,2,2,0,1,0,0,45,0
24,2,9,4,0,3,1,0,0,40,0
30,2,3,2,6,0,1,0,0,40,0
61,2,9,4,0,1,0,0,0,40,0
29,5,11,2,10,0,1,0,0,40,1
47,2,9,2,6,0,1,0,0,40,0
33,2,9,4,2,1,1,0,0,40,0
56,2,9,2,2,0,1,0,0,60,0
42,4,10,4,9,1,1,0,0,40,0
24,2,12,4,0,3,0,0,0,15,0
38,4,9,4,0,1,0,0,0,50,0
40,2,9,2,6,0,1,0,0,40,0
34,4,9,2,2,0,1,0,0,40,1
49,2,14,0,3,1,0,0,0,75,0
21,2,10,4,4,3,1,0,0,10,0
33,2,10,4,7,1,0,0,0,35,0
26,2,9,4,5,1,1,0,0,40,0
50,2,9,2,2,0,1,0,0,40,0
30,2,9,5,0,4,0,0,0,40,0
41,2,12,2,6,0,1,0,0,40,0
23,2,9,4,0,3,0,0,0,40,0
48,1,9,2,12,5,0,0,1848,40,1
39,2,9,0,13,3,1,0,0,60,0
38,2,13,4,3,4,0,0,0,40,0
24,2,9,2,7,0,1,0,0,40,0
56,2,13,2,9,0,1,0,0,40,1
36,2,9,0,2,3,1,0,0,40,0
29,2,9,2,11,0,1,0,0,40,0
54,2,13,2,0,0,1,0,0,40,1
34,2,13,2,9,0,1,0,0,40,1
21,2,9,4,6,3,0,0,0,40,0
40,2,15,2,9,5,0,15024,0,30,1
34,2,8,4,0,4,0,0,0,40,0
32,1,13,2,9,5,0,5013,0,45,0
41,2,9,2,5,0,1,0,0,40,0
48,2,9,6,6,1,0,0,0,16,0
44,2,11,2,12,0,1,0,0,45,0
47,2,9,6,8,1,0,0,0,45,0
51,2,10,0,5,1,0,0,0,40,0
24,2,10,4,5,1,0,0,0,35,0
41,5,14,0,9,1,1,0,0,35,0
37,2,9,2,13,0,1,0,0,50,1
69,2,11,6,11,1,0,0,0,25,0
32,2,13,0,2,1,1,0,0,50,1
52,1,13,2,9,0,1,7688,0,40,1
44,2,10,6,3,1,0,0,0,40,0
31,5,13,2,9,5,0,0,1902,35,1
41,2,7,0,10,1,0,0,0,20,0
30,2,4,4,7,1,0,0,0,30,0
28,2,9,3,7,1,0,0,0,40,0
54,2,16,2,9,0,1,0,1977,50,1
26,2,10,2,6,0,1,3137,0,50,0
51,2,10,0,11,1,0,0,0,32,0
59,5,13,2,3,0,1,10605,0,50,1
29,2,15,4,9,4,1,27828,0,45,1
33,2,9,4,6,2,1,0,0,55,0
40,2,9,2,2,0,1,0,0,56,0
41,2,10,2,3,0,1,0,0,60,1
23,4,9,4,2,3,1,0,0,40,0
40,2,13,2,9,5,0,0,0,5,0
59,2,8,0,13,2,1,0,0,35,0
35,2,2,3,7,1,1,0,0,40,0
32,2,13,5,9,1,1,10520,0,40,1
27,1,6,2,2,0,1,0,0,60,0
39,2,9,0,3,4,0,0,0,45,0
51,4,16,0,11,1,1,0,0,50,1
21,2,10,4,4,3,1,0,0,20,0
25,2,6,4,6,1,1,0,0,40,0
26,2,10,2,11,0,1,0,0,40,1
41,1,9,0,10,4,0,0,0,40,1
35,2,11,0,7,4,0,0,0,35,0
65,2,3,6,6,1,0,0,0,10,0
21,2,5,4,13,3,1,0,0,40,0
47,0,13,2,3,0,1,0,0,40,1
25,3,9,2,3,0,1,0,0,60,1
30,2,9,3,11,4,1,0,0,40,0
33,2,14,2,9,0,1,15024,0,40,1
33,2,13,4,9,4,0,0,0,40,0
41,2,9,4,11,3,0,0,0,40,0
22,2,9,2,13,0,1,0,0,50,1
24,2,14,4,9,1,1,0,0,20,0
23,2,10,4,11,3,0,0,0,8,0
27,2,9,2,11,0,1,0,0,45,0
53,2,2,2,13,0,1,0,0,50,0
60,3,10,2,2,0,1,0,0,20,0
23,5,13,4,9,1,0,0,0,40,0
21,2,10,4,0,3,0,0,0,20,0
26,2,9,0,6,1,1,0,0,40,0
44,2,7,5,7,4,0,0,0,60,0
29,2,11,2,9,0,1,0,0,43,0
53,2,5,2,2,0,1,0,0,44,0
26,2,12,4,11,1,1,0,0,40,0
60,2,3,2,2,0,1,0,0,45,0
37,2,9,2,6,0,1,0,0,46,0
37,2,13,2,3,0,1,0,0,45,0
38,2,14,4,3,1,0,0,0,38,0
37,2,10,0,0,1,0,0,0,40,0
64,2,9,2,6,0,1,0,0,48,0
51,4,4,2,3,0,1,0,0,42,0
58,2,12,2,11,0,1,0,0,42,1
55,2,10,2,12,0,1,0,0,40,1
18,2,6,4,6,3,1,0,0,40,0
74,2,6,6,7,1,0,0,0,6,0
35,2,11,2,2,0,1,0,0,42,1
60,2,7,6,13,4,1,0,0,40,0
25,2,12,4,5,3,1,0,0,26,0
53,4,9,2,11,0,1,0,0,70,0
75,2,14,4,10,1,1,0,0,16,0
19,2,9,4,7,3,0,0,0,15,0
48,2,13,2,0,0,1,7688,0,40,1
33,2,9,2,13,0,1,0,0,60,0
38,2,9,2,0,5,0,0,0,22,0
27,2,9,4,0,3,0,0,0,40,0
29,2,9,2,2,0,1,0,0,45,0
42,1,13,2,9,0,1,3103,0,50,1
43,2,10,0,5,1,1,0,0,40,0
17,4,8,4,5,3,1,0,0,15,0
44,2,9,0,9,1,1,0,0,40,0
18,3,8,4,4,3,1,0,0,10,0
30,4,9,0,13,1,1,0,0,40,0
41,3,13,2,11,0,1,99999,0,65,1
59,1,9,6,7,1,0,0,1504,19,0
18,2,9,4,0,3,0,0,0,30,0
34,2,11,0,12,1,0,0,0,64,0
40,5,16,2,3,0,1,0,0,40,1
32,1,9,4,13,4,0,0,0,37,0
34,2,16,2,9,0,1,0,0,60,1
53,2,13,2,9,0,1,0,0,40,1
48,4,12,0,12,1,0,0,0,40,0
22,2,9,4,7,1,0,0,0,35,0
43,2,14,4,0,1,1,0,0,40,0
39,2,13,2,2,0,1,0,0,40,1
33,2,13,2,11,0,1,7688,0,50,1
24,2,13,4,11,3,1,0,0,40,0
45,2,10,0,3,4,0,5721,0,45,0
43,2,14,2,3,0,1,0,0,35,1
48,2,10,2,13,0,1,0,0,40,1
23,2,9,4,13,3,1,0,0,40,0
65,4,9,2,6,0,1,0,0,40,0
40,2,9,2,5,0,1,0,0,40,0
23,2,13,4,7,3,1,0,0,40,0
24,2,13,4,3,3,1,0,0,40,0
20,2,9,4,6,3,1,0,0,40,0
29,5,12,4,12,1,1,0,0,45,0
49,2,9,0,0,1,1,0,0,40,0
20,1,10,4,10,3,0,0,0,20,0
53,2,16,2,9,5,0,99999,0,37,1
20,2,10,4,7,4,0,0,0,25,0
23,2,9,4,0,4,0,0,0,40,0
39,5,14,4,10,1,0,0,0,40,0
37,2,7,4,6,1,1,0,0,40,0
36,4,13,2,9,0,1,0,0,45,1
21,1,10,4,7,1,0,0,2001,40,0
42,2,15,0,9,1,1,99999,0,80,1
52,1,14,4,9,1,0,0,0,50,0
25,2,10,2,13,0,1,0,0,35,0
20,2,12,4,3,3,0,0,0,40,0
46,6,9,2,6,5,0,0,0,25,0
36,5,9,2,10,0,1,0,0,48,1
30,2,9,2,3,0,1,0,0,40,1
53,2,9,0,0,1,0,0,0,40,0
24,1,13,2,9,5,0,0,0,40,0
36,2,15,2,9,0,1,0,0,55,1
37,2,14,4,3,1,0,0,0,40,1
31,2,9,4,0,1,0,0,0,40,0
22,2,10,4,0,3,1,0,0,20,0
41,2,9,0,13,1,1,0,0,50,0
18,2,9,4,0,3,0,0,0,40,0
22,2,10,4,11,1,0,0,0,20,0
25,2,9,4,6,4,1,0,0,40,0
51,2,9,2,0,2,0,0,0,40,0
37,2,5,2,13,0,1,0,0,40,0
40,2,10,2,7,5,0,0,0,40,0
48,1,9,4,3,3,0,0,0,40,0
34,2,9,4,0,4,0,0,0,40,0
74,2,9,6,11,4,0,0,0,26,0
45,2,11,2,3,0,1,0,1977,50,1
30,2,16,4,9,1,0,0,0,15,0
38,2,13,4,7,1,1,0,0,40,0
35,2,13,2,9,0,1,0,0,55,0
59,2,13,2,9,0,1,0,1902,43,1
36,0,14,4,9,1,1,0,1408,40,0
46,4,9,2,4,0,1,15024,0,50,1
34,2,10,2,6,0,1,7298,0,40,1
49,2,13,2,11,0,1,0,0,60,1
54,2,14,2,9,0,1,0,0,40,1
42,1,14,4,9,1,0,0,0,45,0
45,2,10,0,6,4,1,0,0,48,0
19,2,9,4,7,1,1,0,0,30,0
52,2,6,4,6,1,1,0,0,40,0
50,2,9,4,0,1,1,0,0,40,0
43,2,10,2,5,0,1,0,0,40,0
34,2,13,4,7,1,0,0,0,15,0
41,2,6,2,13,0,1,0,0,60,0
28,2,9,2,7,5,0,0,1628,50,0
30,2,13,4,11,3,0,0,0,65,0
37,2,13,2,11,0,1,15024,0,40,1
43,3,14,2,3,0,1,0,0,50,1
53,2,13,2,0,0,1,0,1902,40,1
62,2,10,2,2,0,1,0,0,45,0
42,2,14,2,3,0,1,0,0,40,1
20,2,7,4,2,1,1,0,0,25,0
55,2,13,2,3,0,1,0,1887,40,1
34,2,10,4,3,1,1,0,0,40,1
30,2,9,2,13,0,1,0,0,40,0
40,1,8,2,3,0,1,0,0,40,0
50,0,14,4,3,1,0,0,0,50,0
62,2,10,4,2,1,0,8614,0,39,1
38,2,11,0,3,1,0,0,0,45,0
28,2,9,4,2,1,1,0,0,40,0
50,2,9,2,2,0,1,0,0,40,0
30,2,9,4,6,3,1,0,0,45,0
23,2,9,4,0,3,0,0,0,16,0
47,2,9,0,2,4,0,0,0,40,0
51,2,9,2,0,0,1,0,0,40,0
53,2,8,3,5,1,1,0,0,56,0
44,2,5,0,7,3,0,0,0,50,0
36,1,14,2,9,5,0,0,0,40,1
40,2,10,2,9,0,1,0,0,40,0
47,2,9,0,11,1,0,0,0,37,0
75,1,9,0,0,1,0,0,0,20,0
35,2,11,4,2,3,1,0,0,40,0
55,2,13,2,2,0,1,0,0,40,0
71,4,14,2,4,0,1,0,1411,70,0
62,2,9,0,6,1,0,2174,0,40,0
30,2,9,2,13,0,1,0,0,45,0
31,2,13,2,9,0,1,0,0,40,1
34,5,9,4,7,4,0,0,0,40,0
33,2,10,2,6,0,1,0,0,40,1
59,5,10,0,0,1,0,0,0,38,0
42,2,11,2,3,5,0,7298,0,35,1
32,2,16,2,9,0,1,0,0,65,1
44,0,15,2,9,0,1,0,0,40,1
53,2,9,0,0,1,0,0,0,40,0
17,2,6,4,11,3,0,0,0,16,0
18,2,9,4,10,1,1,0,0,40,0
31,2,12,4,0,1,1,2202,0,38,0
42,2,12,2,11,0,1,0,0,45,0
27,2,13,4,5,1,1,0,0,28,0
70,2,9,2,3,0,1,0,0,30,0
55,4,10,2,11,5,0,0,0,50,0
50,3,10,2,11,0,1,0,0,55,0
30,1,10,4,10,1,1,0,1974,40,0
53,1,9,5,13,1,1,0,0,40,0
20,2,11,4,12,3,0,0,0,25,0
42,5,16,0,9,4,0,0,0,36,0
41,3,13,6,3,1,0,0,0,45,0
18,2,7,4,7,3,0,0,0,12,0
50,0,9,5,11,2,0,0,0,40,0
48,2,10,0,5,3,1,2176,0,40,0
40,3,9,2,0,0,1,0,0,50,1
38,0,10,0,3,4,0,0,0,38,0
49,1,13,2,9,0,1,0,0,50,0
36,5,9,5,7,3,0,0,0,32,0
31,5,8,2,7,5,0,0,0,40,0
62,2,16,4,3,1,1,0,0,50,1
43,4,10,2,4,0,1,0,0,50,0
28,2,10,4,12,1,1,0,0,54,0
68,4,11,2,9,0,1,0,2149,40,0
35,2,7,4,6,1,1,0,0,40,0
37,2,10,2,6,0,1,0,0,40,0
36,2,13,2,7,0,1,0,0,40,1
38,2,10,2,13,0,1,0,0,40,1
21,5,10,4,0,3,0,0,0,20,0
20,2,10,4,5,3,1,0,0,20,0
30,2,9,2,12,0,1,0,0,40,1
19,2,9,4,9,1,0,0,0,40,0
65,4,13,2,11,0,1,3818,0,10,0
38,2,15,5,9,1,1,0,0,35,1
39,2,10,0,9,1,0,0,0,45,1
62,2,15,2,9,0,1,0,0,30,1
43,0,9,2,2,0,1,0,0,40,0
41,2,10,4,3,4,0,0,0,99,0
32,2,9,0,7,1,0,0,0,16,0
24,2,13,4,0,1,1,0,0,32,0
72,3,15,2,9,0,1,0,2377,35,1
49,2,9,2,2,0,1,0,0,45,1
76,4,10,2,7,5,0,0,0,12,0
56,4,13,3,9,1,0,0,0,40,1
49,1,15,2,9,5,0,0,1977,60,1
57,2,9,2,0,0,1,0,0,40,1
34,1,10,2,13,0,1,0,0,40,0
44,4,9,2,2,0,1,3137,0,50,0
33,2,13,2,3,0,1,0,0,45,0
53,2,9,2,13,0,1,0,0,40,1
40,2,11,0,13,1,1,0,0,50,1
24,2,10,4,11,1,0,0,0,50,0
31,2,14,2,9,5,0,0,1902,45,1
22,2,7,4,2,3,1,0,0,30,0
30,4,13,2,11,0,1,0,0,50,0
55,4,9,2,2,0,1,0,0,60,0
58,3,11,0,11,1,1,2202,0,56,0
30,2,9,4,13,1,1,0,0,60,0
30,2,9,4,3,3,0,0,0,35,0
40,2,10,2,13,0,1,0,0,50,0
28,5,15,4,9,1,1,0,0,90,0
46,1,10,2,0,5,0,7688,0,40,1
30,2,9,4,5,3,0,0,0,8,0
36,2,2,2,5,0,1,0,0,40,0
45,3,13,2,3,0,1,0,0,40,1
24,2,11,4,0,3,0,0,0,20,0
55,2,11,2,9,5,0,0,0,20,0
28,2,11,4,11,1,1,0,0,50,0
23,2,5,5,7,1,1,0,0,40,0
29,2,9,4,3,1,0,0,0,38,0
51,2,13,2,4,0,1,0,0,40,0
66,2,9,2,7,0,1,0,0,4,0
30,2,13,2,9,0,1,0,1902,55,1
29,2,9,4,11,4,0,0,0,40,0
53,2,9,2,13,0,1,0,0,45,0
33,4,9,2,11,0,1,0,0,70,1
28,1,13,4,9,1,0,0,0,40,0
77,5,16,3,9,1,1,0,0,4,1
19,2,7,4,7,3,1,0,0,40,0
58,2,6,4,7,1,1,0,0,40,0
19,2,9,4,5,3,1,0,0,40,0
31,2,13,4,3,1,0,13550,0,50,1
39,2,9,2,2,0,1,0,0,40,1
34,2,10,0,0,4,0,0,0,40,0
35,3,9,2,11,0,1,0,0,65,1
44,2,9,2,0,5,0,0,0,40,1
43,4,15,2,9,0,1,0,1902,50,1
42,2,9,4,13,3,1,0,0,40,0
31,2,14,4,3,1,1,0,1564,40,1
61,4,7,2,7,0,1,0,0,40,0
48,2,14,4,9,1,1,0,0,50,0
31,2,6,0,11,2,0,0,0,40,0
21,2,9,4,7,1,0,0,0,40,0
25,2,5,2,6,0,1,0,0,40,0
33,2,11,4,7,4,0,0,0,40,0
17,2,6,4,7,3,1,0,0,10,0
49,2,9,0,0,1,0,0,0,45,0
38,5,9,0,0,4,0,0,0,40,0
30,2,13,4,11,2,0,0,0,40,0
30,5,10,4,7,3,1,0,0,84,0
31,5,14,0,0,1,0,0,0,25,0
64,4,6,2,9,0,1,0,0,10,1
26,2,8,4,13,3,1,0,0,40,0
44,2,6,2,13,0,1,0,0,40,0
22,2,6,2,6,5,0,0,0,40,0
23,4,9,0,7,1,0,0,0,40,0
24,2,9,4,6,1,1,0,0,40,0
42,2,9,2,13,0,1,0,0,50,1
33,2,11,4,2,4,1,0,0,40,0
43,2,10,4,0,1,1,0,0,40,0
43,2,14,0,9,4,0,0,2547,40,1
47,1,10,4,0,1,1,0,0,40,0
47,0,13,2,3,0,1,0,1977,55,1
49,2,7,6,2,1,1,2174,0,40,0
45,1,12,2,5,0,1,0,0,40,0
24,2,9,2,2,0,1,0,0,38,0
29,2,4,2,2,0,1,0,0,40,1
25,2,10,4,7,1,0,0,0,40,0
54,2,9,2,0,5,0,0,0,40,1
36,2,9,4,7,3,1,0,0,40,0
21,2,10,4,0,3,0,4416,0,24,0
44,1,13,2,3,0,1,0,0,52,0
27,2,9,4,9,1,1,0,2444,40,1
53,4,9,2,2,0,1,0,0,40,1
39,2,9,2,0,0,1,0,0,40,1
19,2,7,4,5,3,1,0,0,40,0
30,0,13,4,0,1,0,0,0,35,0
39,2,10,0,6,1,0,0,0,25,0
27,3,9,4,11,1,1,0,0,50,0
39,2,13,2,3,5,0,0,0,60,1
52,1,9,2,2,0,1,0,2051,40,0
45,3,13,2,11,0,1,7298,0,40,1
17,1,7,4,9,3,0,0,0,7,0
27,1,10,4,13,3,1,0,0,40,0
18,2,10,4,11,3,0,0,0,30,0
42,1,10,2,3,0,1,0,0,45,1
23,2,10,4,11,3,1,0,0,25,0
33,2,14,4,3,1,0,0,0,40,0
36,1,13,2,9,0,1,0,1887,40,1
56,1,14,6,9,1,0,0,0,40,0
36,2,9,4,13,1,1,0,0,45,0
61,1,9,2,10,0,1,0,0,40,0
52,2,6,2,6,0,1,0,0,41,0
